-512.0 ,  2277.8
-511.0 ,  2266.2
-510.0 ,  2278.0
-509.0 ,  2303.2
-508.0 ,  2273.4
-507.0 ,  2284.4
-506.0 ,  2270.8
-505.0 ,  2263.4
-504.0 ,  2261.4
-503.0 ,  2273.6
-502.0 ,  2285.2
-501.0 ,  2266.8
-500.0 ,  2259.2
-499.0 ,  2258.4
-498.0 ,  2261.8
-497.0 ,  2244.4
-496.0 ,  2208.4
-495.0 ,  2228.8
-494.0 ,  2246.8
-493.0 ,  2218.4
-492.0 ,  2240.8
-491.0 ,  2260.4
-490.0 ,  2205.2
-489.0 ,  2181.0
-488.0 ,  2205.0
-487.0 ,  2151.4
-486.0 ,  2185.2
-485.0 ,  2041.2
-484.0 ,  2032.0
-483.0 ,  1922.2
-482.0 ,  1768.8
-481.0 ,  1692.0
-480.0 ,  1437.0
-479.0 ,  1250.6
-478.0 ,  1190.4
-477.0 ,  1056.0
-476.0 ,  945.4
-475.0 ,  1093.4
-474.0 ,  1305.4
-473.0 ,  1448.4
-472.0 ,  1554.4
-471.0 ,  1654.0
-470.0 ,  1605.2
-469.0 ,  1673.2
-468.0 ,  1730.2
-467.0 ,  1686.4
-466.0 ,  1606.2
-465.0 ,  1706.6
-464.0 ,  1715.8
-463.0 ,  1810.2
-462.0 ,  1801.8
-461.0 ,  1691.0
-460.0 ,  1565.8
-459.0 ,  1761.4
-458.0 ,  1756.0
-457.0 ,  1815.8
-456.0 ,  1692.8
-455.0 ,  1704.0
-454.0 ,  1690.6
-453.0 ,  1674.6
-452.0 ,  1759.0
-451.0 ,  1750.0
-450.0 ,  1813.6
-449.0 ,  1783.2
-448.0 ,  1763.8
-447.0 ,  1757.0
-446.0 ,  1761.0
-445.0 ,  1728.8
-444.0 ,  1776.6
-443.0 ,  1825.8
-442.0 ,  1714.2
-441.0 ,  1781.6
-440.0 ,  1706.2
-439.0 ,  1690.6
-438.0 ,  1747.4
-437.0 ,  1820.4
-436.0 ,  1709.8
-435.0 ,  1723.4
-434.0 ,  1752.0
-433.0 ,  1673.8
-432.0 ,  1813.8
-431.0 ,  1788.4
-430.0 ,  1711.6
-429.0 ,  1790.6
-428.0 ,  1720.6
-427.0 ,  1776.6
-426.0 ,  1702.4
-425.0 ,  1715.6
-424.0 ,  1727.0
-423.0 ,  1800.6
-422.0 ,  1798.4
-421.0 ,  1747.2
-420.0 ,  1767.6
-419.0 ,  1827.4
-418.0 ,  1734.0
-417.0 ,  1847.4
-416.0 ,  1827.0
-415.0 ,  1802.8
-414.0 ,  1763.0
-413.0 ,  1786.8
-412.0 ,  1716.8
-411.0 ,  1796.8
-410.0 ,  1703.6
-409.0 ,  1739.2
-408.0 ,  1757.6
-407.0 ,  1810.6
-406.0 ,  1801.4
-405.0 ,  1785.0
-404.0 ,  1817.8
-403.0 ,  1734.4
-402.0 ,  1810.8
-401.0 ,  1717.0
-400.0 ,  1661.8
-399.0 ,  1823.4
-398.0 ,  1745.4
-397.0 ,  1761.8
-396.0 ,  1804.4
-395.0 ,  1821.0
-394.0 ,  1813.6
-393.0 ,  1858.0
-392.0 ,  1832.2
-391.0 ,  1813.2
-390.0 ,  1769.0
-389.0 ,  1813.2
-388.0 ,  1782.0
-387.0 ,  1836.6
-386.0 ,  1796.2
-385.0 ,  1826.0
-384.0 ,  1844.6
-383.0 ,  1817.8
-382.0 ,  1835.2
-381.0 ,  1725.4
-380.0 ,  1840.0
-379.0 ,  1833.2
-378.0 ,  1797.8
-377.0 ,  1763.8
-376.0 ,  1745.8
-375.0 ,  1835.6
-374.0 ,  1799.2
-373.0 ,  1830.2
-372.0 ,  1790.4
-371.0 ,  1834.6
-370.0 ,  1884.4
-369.0 ,  1874.6
-368.0 ,  1808.0
-367.0 ,  1799.0
-366.0 ,  1872.2
-365.0 ,  1850.6
-364.0 ,  1861.2
-363.0 ,  1769.4
-362.0 ,  1731.0
-361.0 ,  1752.8
-360.0 ,  1731.8
-359.0 ,  1836.6
-358.0 ,  1825.4
